numero,categoria_profissional,localizacao_geografica,empregador_trabalhadores,abrangencia,alvo_esfera,inicio,dias,carater1,carater2,carater3
10358,Professores Rede Estadual,MT,,categoria,poder executivo/estadual,8/19/1996,4,propositiva,defensiva,-
10361,Professores Rede Estadual,PI,,categoria,poder executivo/estadual,8/5/1996,37,-,defensiva,-
10362,Professores Rede Municipal,Nova Iguaçu/RJ,ESCOLA AMINTAS PEREIRA,categoria,poder executivo/municipal,8/14/1996,1,-,defensiva,-
10363,Professores Rede Municipal,Congonhas/MG,,categoria,poder executivo/municipal,8/5/1996,4,propositiva,defensiva,-
10367,Professores Rede Municipal,Balneário Camboriú/SC,,categoria,poder executivo/municipal,8/1/1996,4,-,defensiva,-
10368,Professores Rede Municipal,Itabuna/BA,,categoria,poder executivo/municipal,8/7/1996,10,-,defensiva,-
10370,Professores Rede Municipal,Floriano/PI,,categoria,poder executivo/municipal,8/23/1996,1,-,defensiva,-
10374,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",RJ,,categoria,poder executivo/estadual,8/26/1996,17,propositiva,-,-
10392,Auxiliares de Administração Escolar Rede Estadual,AC,,categoria,poder executivo/estadual,7/17/1996,36,propositiva,defensiva,-
10393,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Ibaiti/PR,,categoria,poder executivo/municipal,8/8/1996,1,-,defensiva,-
10402,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Serra Negra do Norte/RN,ESCOLA ARTÉFIO BEZERRA DA CUNHA,categoria,poder executivo/municipal,8/23/1996,1,-,defensiva,-
10621,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",AL,,categoria,poder executivo/estadual,9/3/1996,94,-,defensiva,-
10678,Professores Rede Estadual,SP,,categoria,poder executivo/estadual,9/27/1996,1,propositiva,-,-
10681,Professores Rede Municipal,Balneário Camboriú/SC,,categoria,poder executivo/municipal,9/16/1996,2,-,defensiva,-
10684,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",MG,,categoria,poder executivo/estadual,9/19/1996,5,-,-,protesto
10685,Professores Rede Municipal ,Guaramirim/SC,,categoria,poder executivo/municipal,8/1/1994,2,propositiva,-,-
10690,Auxiliares de Administração Escolar Rede Estadual,SC,,categoria,poder executivo/estadual,9/9/1996,5,-,defensiva,-
10693,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Rio de Janeiro/RJ,,categoria,poder executivo/municipal,9/25/1996,1,propositiva,-,-
10695,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Cuiabá/MT,,categoria,poder executivo/municipal,9/12/1996,16,-,defensiva,-
10696,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Senador Canedo/GO,,categoria,poder executivo/municipal,8/30/1996,8,-,defensiva,-
10701,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Cajazeiras/PB,,categoria,poder executivo/municipal,9/1/1996,20,-,defensiva,-
11042,Professores Rede Estadual,SC,,categoria,poder executivo/estadual,9/1/1994,1,propositiva,-,-
11058,Professores Rede Estadual,Vitória/ES,,categoria,poder executivo/estadual,10/1/1996,1,propositiva,defensiva,-
11060,Professores Rede Municipal,Santa Amélia/PR,,categoria,poder executivo/municipal,10/28/1996,1,-,defensiva,-
11061,Professores Rede Municipal,Araquari/SC,ESCOLA MUNICIPALIZADA AMARO COELHO,categoria,poder executivo/municipal,10/21/1996,3,-,defensiva,-
11062,Professores Rede Municipal,Salvador/BA,,categoria,poder executivo/municipal,9/24/1996,9,-,defensiva,-
11063,Professores Rede Municipal,Itaparica/BA,,categoria,poder executivo/municipal,10/17/1996,1,-,defensiva,-
11066,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Nova Londrina/PR,,categoria,poder executivo/municipal,10/28/1996,1,-,defensiva,-
11473,Professores Rede Municipal,Vitória/ES,,categoria,poder executivo/municipal,10/11/1994,24,propositiva,-,-
11561,Professores Rede Municipal,São Paulo/SP,,categoria,poder executivo/municipal,11/5/1996,1,-,-,-
11562,Professores Rede Municipal,Olinda/PE,,categoria,poder executivo/municipal,11/21/1996,1,propositiva,-,-
11563,Professores Rede Municipal,Santa Luzia/MG,,categoria,poder executivo/municipal,11/20/1996,10,-,defensiva,-
11565,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",SP,,categoria,poder executivo/estadual,11/8/1996,1,propositiva,-,-
11566,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Salvador/BA,,categoria,poder executivo/municipal,10/11/1996,43,propositiva,defensiva,-
11879,Professores Rede Municipal,Cariacica/ES,,categoria,poder executivo/municipal,10/16/1994,19,propositiva,-,-
11881,Professores Rede Municipal,PA,,categoria,poder executivo/municipal,10/10/1994,25,propositiva,-,-
12128,Auxiliares de Administração Escolar Rede Federal Ensino Superior,MG,UFMG - UNIVERSIDADE FEDERAL DE MINAS GERAIS,categoria,poder executivo/federal,12/1/1994,21,-,defensiva,-
12157,Professores Rede Estadual,AL,,categoria,poder executivo/estadual,9/15/1990,125,propositiva,-,-
12158,Professores Rede Municipal,Antônio Cardoso/BA,,categoria,poder executivo/municipal,1/12/1991,46,-,defensiva,-
12402,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",SP,,categoria,poder executivo/estadual,2/27/1991,1,propositiva,-,-
12404,Professores Rede Estadual,RJ,,categoria,poder executivo/estadual,2/7/1991,40,-,defensiva,-
12407,Professores Rede Estadual,MG,,categoria,poder executivo/estadual,2/7/1991,1,-,defensiva,-
12410,Professores Rede Estadual,MT,,categoria,poder executivo/estadual,2/20/1991,1,-,defensiva,-
12533,Professores Rede Estadual,RS,,categoria,poder executivo/estadual,3/8/1991,77,propositiva,-,-
12540,Professores Rede Estadual,BA,,categoria,poder executivo/estadual,3/6/1991,6,propositiva,defensiva,-
12541,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",SP,,categoria,poder executivo/estadual,3/20/1991,3,propositiva,-,-
12542,Professores Rede Estadual,Goiânia/GO,,categoria,poder executivo/estadual,3/26/1991,2,-,defensiva,-
12544,Professores Rede Municipal,Recife/PE,,categoria,poder executivo/municipal,3/7/1991,27,-,defensiva,-
12546,Professores Rede Municipal,Cascavel/PR,,categoria,poder executivo/municipal,3/15/1991,1,-,defensiva,-
12556,Auxiliares de Administração Escolar Rede Estadual Ensino Superior,Campinas/SP,UNICAMP - UNIVERSIDADE ESTADUAL DE CAMPINAS,categoria,poder executivo/estadual,3/20/1991,2,propositiva,-,-
12865,Professores Rede Municipal ,Recife/PE,,categoria,poder executivo/municipal,4/22/2002,12,propositiva,-,-
12869,Professores Rede Estadual Ensino Superior,São Paulo/SP,,categoria,poder executivo/estadual,4/23/1991,3,propositiva,-,-
12874,Professores Rede Estadual,PE,,categoria,poder executivo/estadual,4/23/1991,37,propositiva,defensiva,-
12876,Professores Rede Estadual,Rio de Janeiro/RJ,,categoria,poder executivo/estadual,4/18/1991,2,propositiva,-,-
12880,Professores Rede Municipal,São José/SC,,categoria,poder executivo/municipal,3/27/1991,9,propositiva,-,-
12881,Professores Rede Estadual Ensino Superior,PR,,categoria,poder executivo/estadual,4/8/1991,12,propositiva,-,-
12882,Professores Rede Municipal,Jequié/BA,,categoria,poder executivo/municipal,4/15/1991,5,-,defensiva,-
12883,Professores Rede Municipal,Natal/RN,,categoria,poder executivo/municipal,4/19/1991,1,-,defensiva,-
12914,Professores Rede Estadual,BA,,categoria,poder executivo/estadual,4/1/2002,37,propositiva,-,-
12929,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",DF,,categoria,poder executivo/estadual,3/7/2002,54,propositiva,defensiva,-
13067,Auxiliares de Administração Escolar Rede Estadual,RJ,,categoria,poder executivo/estadual,4/26/1991,11,propositiva,-,-
13105,Auxiliares de Administração Escolar Rede Estadual,NACIONAL,,categoria,poder executivo/estadual,4/14/1993,10,propositiva,-,-
13152,Professores Rede Estadual,SC,,categoria,poder executivo/estadual,4/1/1993,1,-,-,-
13154,Professores Rede Municipal,Cariacica/ES,,categoria,poder executivo/municipal,4/7/1993,4,propositiva,-,-
13155,Professores Rede Municipal,Viana/ES,,categoria,poder executivo/municipal,4/9/1993,7,propositiva,-,-
13156,Professores Rede Municipal,Campos Verdes/GO,,categoria,poder executivo/municipal,4/5/1993,4,propositiva,-,-
13179,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",SP,,categoria,poder executivo/estadual,4/29/1993,22,propositiva,-,-
13195,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",SP,,categoria,poder executivo/estadual,5/21/1991,6,propositiva,-,-
13196,Professores Rede Estadual Ensino Superior,SP,,categoria,poder executivo/estadual,5/21/1991,11,propositiva,-,-
13199,Professores Rede Estadual,RJ,,categoria,poder executivo/estadual,5/9/1991,30,propositiva,-,-
13224,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Duque de Caxias/RJ,,categoria,poder executivo/municipal,5/21/1991,10,propositiva,-,-
13225,Professores Rede Estadual,MG,,categoria,poder executivo/estadual,5/8/1991,84,propositiva,-,protesto
13226,Professores Rede Federal Ensino Superior,Belo Horizonte/MG,UFMG - UNIVERSIDADE FEDERAL DE MINAS GERAIS,categoria,poder executivo/federal,5/22/1991,14,propositiva,-,-
13232,Professores Rede Municipal,Belo Horizonte/MG,,categoria,poder executivo/municipal,5/16/1991,1,propositiva,-,-
13244,Professores Rede Municipal,Serra/ES,,categoria,poder executivo/municipal,5/4/1991,5,propositiva,defensiva,-
13248,Professores Rede Estadual,SC,,categoria,poder executivo/estadual,5/7/1991,2,-,defensiva,-
13249,Professores Rede Municipal,Gandu/BA,,categoria,poder executivo/municipal,5/5/1991,1,propositiva,-,-
13322,Professores Rede Estadual,GO,,categoria,poder executivo/estadual,5/12/1993,2,propositiva,-,-
13327,Auxiliares de Administração Escolar Rede Estadual,SP,,categoria,poder executivo/estadual,5/13/1993,2,propositiva,-,-
13328,Professores Rede Municipal,São Paulo/SP,,categoria,poder executivo/municipal,5/6/1993,1,propositiva,-,-
13329,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Belo Horizonte/MG,,categoria,poder executivo/municipal,5/5/1993,1,propositiva,-,-
13330,Professores Rede Municipal,Lauro de Freitas/BA,,categoria,poder executivo/municipal,5/28/1993,4,-,defensiva,-
13332,Professores Rede Municipal,Cariacica/ES,,categoria,poder executivo/municipal,2/19/1993,78,propositiva,-,-
13453,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",PA,,categoria,poder executivo/estadual,3/26/2002,65,propositiva,-,protesto
13471,Auxiliares de Administração Escolar Rede Estadual Ensino Superior,Recife/PE,FESP - FUNDAÇÃO DO ENSINO SUPERIOR DE PERNAMBUCO,categoria,poder executivo/estadual,6/1/1993,1,-,defensiva,-
13544,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",RJ,,categoria,poder executivo/estadual,6/18/1993,1,propositiva,-,-
13545,Professores Rede Estadual,SC,,categoria,poder executivo/estadual,6/30/1993,1,propositiva,-,-
13546,Professores Rede Municipal,Rio de Janeiro/RJ,,categoria,poder executivo/municipal,6/8/1993,1,propositiva,-,-
13550,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",ES,,categoria,poder executivo/estadual,6/1/1993,1,propositiva,-,-
13556,Auxiliares de Administração Escolar Rede Federal Ensino Técnico-Profissional,Vitória/ES,ESCOLA TÉCNICA FEDERAL DO ESPÍRITO SANTO,categoria,poder executivo/federal,6/7/1991,5,propositiva,-,-
13607,Auxiliares de Administração Escolar Rede Estadual ,SP,,categoria,poder executivo/estadual,4/18/2002,2,propositiva,-,-
13645,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Belém/PA,,categoria,poder executivo/municipal,4/19/2002,54,propositiva,-,-
13674,"Professores Rede Federal Ensino Superior, Professores Rede Federal Ensino Técnico-Profissional",NACIONAL,,categoria,poder executivo/federal,6/5/1991,111,propositiva,-,protesto
13675,Professores Rede Estadual,ES,,categoria,poder executivo/estadual,6/12/1991,16,propositiva,-,-
13676,Professores Rede Estadual,PA,,categoria,poder executivo/estadual,6/19/1991,1,propositiva,-,-
13677,Professores Rede Municipal,Itiruçu/BA,,categoria,poder executivo/municipal,6/1/1991,19,propositiva,defensiva,-
13678,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Rio de Janeiro/RJ,,categoria,poder executivo/municipal,6/25/1991,1,propositiva,-,-
13726,Professores Rede Municipal,Ilhéus/BA,,categoria,poder executivo/municipal,7/7/1993,2,-,defensiva,-
13730,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",PE,,categoria,poder executivo/estadual,7/23/1993,31,propositiva,-,-
13754,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",ES,,categoria,poder executivo/estadual,5/4/1993,108,propositiva,-,-
13755,Professores Rede Estadual,AL,,categoria,poder executivo/estadual,7/3/1993,2,propositiva,-,-
13898,Professores Rede Estadual Ensino Superior,Recife/PE,UPE - UNIVERSIDADE DE PERNAMBUCO,categoria,poder executivo/estadual,7/1/1993,57,propositiva,-,-
13899,Professores Rede Estadual,RN,,categoria,poder executivo/estadual,8/16/1993,37,propositiva,-,-
13900,Professores Rede Estadual,RJ,,categoria,poder executivo/estadual,8/18/1993,3,propositiva,-,-
13901,Professores Rede Estadual,SC,,categoria,poder executivo/estadual,8/5/1993,40,propositiva,-,-
13902,Professores Rede Estadual,SP,,categoria,poder executivo/estadual,8/18/1993,79,propositiva,-,protesto
13903,Professores Rede Municipal,Contagem/MG,,categoria,poder executivo/municipal,8/31/1993,31,propositiva,-,-
13904,Professores Rede Municipal,Cascavel/PR,,categoria,poder executivo/municipal,8/9/1993,36,propositiva,-,-
13976,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",RJ,,categoria,poder executivo/estadual,6/24/1991,17,propositiva,defensiva,-
13978,Professores Rede Estadual Ensino Superior,MA,UEMA - UNIVERSIDADE ESTADUAL DO MARANHÃO,categoria,poder executivo/estadual,7/12/1991,9,propositiva,-,-
13981,Professores Rede Estadual,ES,,categoria,poder executivo/estadual,6/12/1991,31,propositiva,-,-
13984,Professores Rede Municipal,Niterói/RJ,,categoria,poder executivo/municipal,7/8/1991,8,propositiva,-,-
13986,Professores Rede Municipal,Cariacica/ES,,categoria,poder executivo/municipal,7/2/1991,6,propositiva,defensiva,-
14025,Professores Rede Estadual Ensino Superior,BA,,categoria,poder executivo/estadual,5/23/2002,48,propositiva,-,protesto
14039,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",GO,,categoria,poder executivo/estadual,9/20/1993,5,propositiva,-,-
14040,Professores Rede Estadual,MT,,categoria,poder executivo/estadual,9/29/1993,8,propositiva,-,-
14041,Professores Rede Estadual,RJ,,categoria,poder executivo/estadual,9/9/1993,9,propositiva,-,-
14042,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Niterói/RJ,,categoria,poder executivo/municipal,9/14/1993,1,propositiva,-,-
14044,Professores Rede Municipal,Caxias/MA,,categoria,poder executivo/municipal,8/20/1993,20,propositiva,-,-
14047,Professores Rede Municipal,Rio de Janeiro/RJ,,categoria,poder executivo/municipal,9/16/1993,1,propositiva,-,-
14050,Professores Rede Municipal,Belo Horizonte/MG,,categoria,poder executivo/municipal,9/17/1993,38,propositiva,-,-
14054,Professores Rede Municipal,Juiz de Fora/MG,,categoria,poder executivo/municipal,8/27/1993,12,propositiva,-,protesto
14148,Professores Rede Estadual,RJ,,categoria,poder executivo/estadual,10/14/1993,1,propositiva,-,-
14151,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",Riachão do Jacuípe/BA,,categoria,poder executivo/estadual,10/4/1993,4,propositiva,defensiva,-
14200,Professores Rede Estadual,PE,,categoria,poder executivo/estadual,8/21/1991,1,propositiva,-,-
14202,Professores Rede Estadual,SC,,categoria,poder executivo/estadual,8/5/1991,65,propositiva,defensiva,-
14205,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Florianópolis/SC,,categoria,poder executivo/municipal,8/1/1991,1,propositiva,-,-
14222,Professores Rede Estadual Ensino Superior,SC,UDESC - FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA,categoria,poder executivo/estadual,6/3/1991,78,propositiva,-,protesto
14223,Rede Pública Estadual de ENSINO,PA,FEP - FUNDAÇÃO EDUCACIONAL DO ESTADO DO PARÁ,categoria,poder executivo/estadual,8/13/1991,15,-,defensiva,-
14224,Professores Rede Municipal,Ananindeua/PA,,categoria,poder executivo/municipal,8/20/1991,1,propositiva,-,protesto
14225,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Volta Redonda/RJ,,categoria,poder executivo/municipal,7/4/1991,37,propositiva,-,-
14306,Professores Rede Estadual,MG,,categoria,poder executivo/estadual,11/24/1993,1,propositiva,-,-
14307,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",RN,,categoria,poder executivo/municipal,11/2/1993,22,propositiva,-,-
14437,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",SP,,categoria,poder executivo/estadual,9/16/1991,23,propositiva,-,-
14438,Professores Rede Estadual,RJ,,categoria,poder executivo/estadual,9/12/1991,1,propositiva,-,-
14439,Professores Rede Estadual,DF,,categoria,poder executivo/estadual,9/2/1991,11,propositiva,-,-
14440,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",PE,,categoria,poder executivo/estadual,9/5/1991,1,propositiva,-,-
14441,Professores Rede Estadual,RN,,categoria,poder executivo/estadual,9/16/1991,2,propositiva,-,-
14442,Professores Rede Municipal,São Gonçalo/RJ,,categoria,poder executivo/municipal,9/18/1991,2,propositiva,-,-
14443,Professores Rede Municipal,Rio de Janeiro/RJ,,categoria,poder executivo/municipal,9/12/1991,1,propositiva,-,-
14449,Auxiliares de Administração Escolar Rede Estadual,DF,,categoria,poder executivo/estadual,9/9/1991,16,propositiva,-,-
